13DAMPPOX	nh4	#N/A	AOC3	Q16853	84622	1.921808124	34.0687
13DAMPPOX	bamppald	AOC1	AOC1	P19801	85378	0.489300847	1662.3055
13DAMPPOX	nh4	#N/A	AOC2	O75106	83673	2.091920137	26.0904
13DAMPPOX	h2o2	#N/A	AOC2	O75106	83673	2.301672459	393.0514
13DAMPPte	13dampp	SLC22A3	SLC22A3	O75751	61280	0.247358188	0.809
13DAMPPte	13dampp	#N/A	SLC22A1	O15245	61154	0.240861475	1.6546
13DAMPPte	13dampp	#N/A	SLC22A2	O15244	62581	0.210512534	0.3191
14HMDZALThr	nadph	CYP3A4	CYP3A4	P08684	57343	0.045545463	6.1898
14HMDZALThr	4ohmdz	CYP3A4	CYP3A4	P08684	57343	0.177971825	2.7193
14HMDZALThr	nadp	CYP3A4	CYP3A4	P08684	57343	0.076222852	3.8873
14HMDZALThr	14hmdz	CYP3A4	CYP3A4	P08684	57343	0.177971825	2.3644
14HMDZALThr	nadph	CYP3A5	CYP3A5	P20815	57109	0.045132872	2.9069
14HMDZALThr	4ohmdz	CYP3A5	CYP3A5	P20815	57109	0.171701103	2.1175
14HMDZALThr	nadp	CYP3A5	CYP3A5	P20815	57109	0.074328788	3.6671
14HMDZALThr	14hmdz	CYP3A5	CYP3A5	P20815	57109	0.171701103	2.3121
14HMDZhr	14hmdz	CYP3A5	CYP3A5	P20815	57109	0.171701103	2.3121
14HMDZhr	nadp	CYP3A5	CYP3A5	P20815	57109	0.074328788	3.6671
14HMDZhr	14hmdz	CYP3A4	CYP3A4	P08684	57343	0.177971825	2.3644
14HMDZhr	nadph	CYP3A5	CYP3A5	P20815	57109	0.045132872	2.9069
14HMDZhr	nadp	CYP3A4	CYP3A4	P08684	57343	0.076222852	3.8873
14HMDZhr	1ohmdz	CYP3A4	CYP3A4	P08684	57343	0.177971825	0.4626
14HMDZhr	nadph	CYP3A4	CYP3A4	P08684	57343	0.045545463	6.1898
14HMDZhr	1ohmdz	CYP3A5	CYP3A5	P20815	57109	0.171701103	0.5482
15KPROSTGF2c	15kprostgf2	HPGD	HPGD	P15428	28977	1.534405708	70.2651
15KPROSTGF2c	nadh	HPGD	HPGD	P15428	28977	0.032211006	190.583
15KPROSTGF2c	prostgf2	HPGD	HPGD	P15428	28977	0.034576785	98.8684
15KPROSTGF2c	nad	HPGD	HPGD	P15428	28977	0.103005998	66.7376
17AHPRGNLONEte	adp	ABCB1	ABCB1	P08183	141479	0.169629708	0.7671
17AHPRGNLONEte	pi	ABCB1	ABCB1	P08183	141479	0.686142862	0.1583
17AHPRGNLONEte	atp	ABCB1	ABCB1	P08183	141479	0.247262195	0.9344
17AHPRGNLONEte	17ahprgnlone	ABCB1	ABCB1	P08183	141479	0.021178296	0.1121
17AHPRGSTRNte	atp	ABCB1	ABCB1	P08183	141479	0.247262195	0.9344
17AHPRGSTRNte	17ahprgstrn	ABCB1	ABCB1	P08183	141479	0.020125104	0.0877
17AHPRGSTRNte	pi	ABCB1	ABCB1	P08183	141479	0.686142862	0.1583
17AHPRGSTRNte	adp	ABCB1	ABCB1	P08183	141479	0.169629708	0.7671
1A25DHVITD3te	1a25dhvitd3	SCARB1	SCARB1	Q8WTV0	60878	0.031158816	0.2663
1A25DHVITD3te	1a25dhvitd3	CD36	CD36	P16671	53053	0.01142621	0.1554
1A25DHVITD3te	1a25dhvitd3	NPC1L1	NPC1L1	Q9UHC9	148728	0.010172597	0.3224
1HIBUP_SGLUhep	udp	UGT1A3	#N/A	P35503	60338	0.097602472	0.6931
1HIBUP_SGLUhep	udp	UGT2B7	UGT2B7	P16662	60721	0.078017712	1.4882
1HIBUP_SGLUhep	udpglcur	UGT2B7	UGT2B7	P16662	60721	0.070047282	1.4882
1HIBUP_SGLUhep	udp	UGT1A9	UGT1A9	O60656	59941	0.095931448	0.4202
1HIBUP_SGLUhep	udpglcur	UGT1A3	#N/A	P35503	60338	0.086026862	0.5919
1HIBUP_SGLUhep	udpglcur	UGT1A9	UGT1A9	O60656	59941	0.081086054	0.313
1HMDGLUChr	udpglcur	UGT2B4	UGT2B4	P06133	60513	0.081855305	3.3658
1HMDGLUChr	udp	UGT2B7	UGT2B7	P16662	60721	0.078017712	1.4882
1HMDGLUChr	1ohmdz	UGT2B7	UGT2B7	P16662	60721	0.396926016	1.4882
1HMDGLUChr	udpglcur	UGT2B7	UGT2B7	P16662	60721	0.070047282	1.4882
1HMDGLUChr	1hmdgluc	UGT2B4	UGT2B4	P06133	60513	0.377185315	2.8781
1HMDGLUChr	udp	UGT2B4	UGT2B4	P06133	60513	0.090031393	3.2804
1HMDGLUChr	1ohmdz	UGT2B4	UGT2B4	P06133	60513	0.377185315	1.4882
1HMDGLUChr	1hmdgluc	#N/A	UGT1A4	P22310	60025	0.252429545	2.1309
1HMDGLUChr	1hmdgluc	UGT2B7	UGT2B7	P16662	60721	0.396926016	1.4882
1HMDGLUChr	1ohmdz	#N/A	UGT1A4	P22310	60025	0.252429545	1.6903
1HMDGLUChr	udpglcur	#N/A	UGT1A4	P22310	60025	0.095024146	2.2304
1HMDGLUChr	udp	#N/A	UGT1A4	P22310	60025	0.108017869	2.2477
1OHMDZhr	mdz	CYP3A4	CYP3A4	P08684	57343	0.177971825	0.2837
1OHMDZhr	1ohmdz	CYP3A5	CYP3A5	P20815	57109	0.171701103	0.5482
1OHMDZhr	nadph	CYP3A4	CYP3A4	P08684	57343	0.045545463	6.1898
1OHMDZhr	mdz	CYP3A5	CYP3A5	P20815	57109	0.171701103	0.4291
1OHMDZhr	nadp	CYP3A5	CYP3A5	P20815	57109	0.074328788	3.6671
1OHMDZhr	nadph	CYP3A5	CYP3A5	P20815	57109	0.045132872	2.9069
1OHMDZhr	1ohmdz	CYP3A4	CYP3A4	P08684	57343	0.177971825	0.4626
1OHMDZhr	nadp	CYP3A4	CYP3A4	P08684	57343	0.076222852	3.8873
21HPRGNLONE	21hprgnlone	#N/A	CYP21A2	P08686	56001	1.093030691	0.0614
21HPRGNLONE	prgnlone	#N/A	CYP21A2	P08686	56001	0.062386438	0.0454
21HPRGNLONE	nadp	#N/A	CYP21A2	P08686	56001	0.069168784	0.3135
21HPRGNLONE	nadph	#N/A	CYP21A2	P08686	56001	0.041128334	0.2465
24_25VITD2Hm	25hvitd2	CYP24A1	CYP24A1	Q07973	58875	0.538641572	0.0069
24_25VITD2Hm	nadp	CYP24A1	CYP24A1	Q07973	58875	0.043460507	0.0765
24_25VITD2Hm	nadph	CYP24A1	CYP24A1	Q07973	58875	0.025010379	0.0485
24_25VITD2Hm	2425dhvitd2	CYP24A1	CYP24A1	Q07973	58875	0.538641572	0.0086
24_25VITD3Hm	2425dhvitd3	CYP24A1	CYP24A1	Q07973	58875	0.007527054	0.0047
24_25VITD3Hm	nadp	CYP24A1	CYP24A1	Q07973	58875	0.043460507	0.0765
24_25VITD3Hm	25hvitd3	CYP24A1	CYP24A1	Q07973	58875	0.01157176	0.0011
24_25VITD3Hm	nadph	CYP24A1	CYP24A1	Q07973	58875	0.025010379	0.0485
25HVITD3c	1a25dhvitd3	#N/A	CYP27B1	O15528	56504	0.011709322	0.0213
25HVITD3c	nadp	#N/A	CYP27B1	O15528	56504	0.06163479	1.4414
25HVITD3c	nadph	#N/A	CYP27B1	O15528	56504	0.030676045	0.929
25HVITD3c	25hvitd3	#N/A	CYP27B1	O15528	56504	0.012524931	0.0276
25VITD2Hm	nadp	#N/A	CYP27B1	O15528	56504	0.06163479	1.4414
25VITD2Hm	1a25dhvitd2	#N/A	CYP27B1	O15528	56504	0.573751271	0.0946
25VITD2Hm	nadph	#N/A	CYP27B1	O15528	56504	0.030676045	0.929
25VITD2Hm	25hvitd2	#N/A	CYP27B1	O15528	56504	0.573751271	0.1198
25VITD3Hm	nadph	#N/A	CYP27B1	O15528	56504	0.030676045	0.929
25VITD3Hm	nadp	#N/A	CYP27B1	O15528	56504	0.06163479	1.4414
25VITD3Hm	25hvitd3	#N/A	CYP27B1	O15528	56504	0.012524931	0.0276
25VITD3Hm	1a25dhvitd3	#N/A	CYP27B1	O15528	56504	0.011709322	0.0213
2AMACHYD	pyr	#N/A	SDS	P20132	34625	0.639585674	403.2095
2AMACHYD	2amac	#N/A	SDS	P20132	34625	1.137956262	170.6442
2AMACHYD	nh4	#N/A	SDS	P20132	34625	2.182766199	769.0716
2AMACSULT	2amac	SULT1A3	SULT1A3	P0DMM9	34196	0.386451304	3.5757
2AMACSULT	pap	SULT1A3	SULT1A3	P0DMM9	34196	0.028402332	0.9944
2AMACSULT	Lcyst	SULT1A3	SULT1A3	P0DMM9	34196	0.227403313	1.0712
2AMACSULT	nadp	SULT1A3	SULT1A3	P0DMM9	34196	0.037228856	2.0159
2AMACSULT	paps	SULT1A3	SULT1A3	P0DMM9	34196	0.01693517	1.0437
2AMACSULT	nadph	SULT1A3	SULT1A3	P0DMM9	34196	0.023232184	0.9236
2AMADPTm	akg	SLC25A21	SLC25A21	Q9BQT8	33303	0.190272421	9.2544
2AMADPTm	L2aadp	SLC25A21	SLC25A21	Q9BQT8	33303	0.340166569	4.386
2H3MVc	2h3mv	#N/A	LDHAL6A	Q6ZMR3	36507	2.337147951	3.2496
2H3MVc	nadh	#N/A	LDHC	P07864	36311	0.06302429	112.2991
2H3MVc	3mop	#N/A	LDHC	P07864	36311	0.455443263	112.6577
2H3MVc	nad	#N/A	LDHC	P07864	36311	0.231861442	40.8166
2H3MVc	2h3mv	#N/A	LDHC	P07864	36311	1.32027626	26.1855
2H3MVc	nad	LDHA	LDHA	P00338	36689	0.102555379	78.0353
2H3MVc	3mop	LDHA	LDHA	P00338	36689	0.345818073	245.9461
2H3MVc	2h3mv	LDHA	LDHA	P00338	36689	1.529640913	49.9609
2H3MVc	nadh	UEVLD	UEVLD	Q8IX04	52264	0.036833737	5.9077
2H3MVc	nad	#N/A	LDHAL6A	Q6ZMR3	36507	0.222788647	12.6897
2H3MVc	nadh	LDHA	LDHA	P00338	36689	0.112716369	245.1355
2H3MVc	3mop	#N/A	LDHAL6A	Q6ZMR3	36507	0.546217203	27.2785
2H3MVc	nad	LDHB	LDHB	P07195	36638	0.168305129	116.866
2H3MVc	2h3mv	UEVLD	UEVLD	Q8IX04	52264	0.722513497	1.1218
2H3MVc	nadh	LDHB	LDHB	P07195	36638	0.061008487	305.2463
2H3MVc	3mop	LDHB	LDHB	P07195	36638	0.405539721	308.1584
2H3MVc	2h3mv	LDHB	LDHB	P07195	36638	1.339198828	75.4821
2H3MVc	nadh	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.034916464	24.4875
2H3MVc	nad	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.199455932	14.5015
2H3MVc	2h3mv	LDHAL6B	LDHAL6B	Q9BYZ2	41943	2.26846242	11.2579
2H3MVc	3mop	UEVLD	UEVLD	Q8IX04	52264	0.423585206	4.8155
2H3MVc	nadh	#N/A	LDHAL6A	Q6ZMR3	36507	0.035226453	30.8692
2H3MVc	3mop	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.423782587	20.6415
2H3MVc	nad	UEVLD	UEVLD	Q8IX04	52264	0.130132109	4.4239
2HATVACIDGLUChr	udpglcur	UGT1A3	#N/A	P35503	60338	0.086026862	0.5919
2HATVACIDGLUChr	2hatvacid	UGT1A3	#N/A	P35503	60338	0.207798257	1.3704
2HATVACIDGLUChr	udp	UGT1A3	#N/A	P35503	60338	0.097602472	0.6931
2HATVACIDGLUChr	2hatvacidgluc	UGT1A3	#N/A	P35503	60338	0.207798257	1.9332
2HATVACIDGLUChr	udpglcur	#N/A	UGT1A4	P22310	60025	0.095024146	2.2304
2HATVACIDGLUChr	2hatvacid	#N/A	UGT1A4	P22310	60025	0.252429545	2.8096
2HATVACIDGLUChr	udp	#N/A	UGT1A4	P22310	60025	0.108017869	2.2477
2HATVACIDGLUChr	2hatvacidgluc	#N/A	UGT1A4	P22310	60025	0.252429545	5.3539
2HATVACIDGLUCteb	pi	ABCB1	ABCB1	P08183	141479	0.686142862	0.1583
2HATVACIDGLUCteb	adp	ABCB1	ABCB1	P08183	141479	0.169629708	0.7671
2HATVACIDGLUCteb	2hatvacidgluc	ABCB1	ABCB1	P08183	141479	0.395516902	1.5868
2HATVACIDGLUCteb	atp	ABCB1	ABCB1	P08183	141479	0.247262195	0.9344
2HATVACIDGLUCteb	pi	ABCC2	ABCC2	Q92887	174207	0.697222769	0.1881
2HATVACIDGLUCteb	2hatvacidgluc	ABCC2	ABCC2	Q92887	174207	0.294939935	3.4653
2HATVACIDGLUCteb	atp	ABCC2	ABCC2	Q92887	174207	0.088474914	1.9208
2HATVACIDGLUCteb	adp	ABCC2	ABCC2	Q92887	174207	0.09524975	1.6506
2HATVACIDOXDhc	atvacid	#N/A	CYP2C8	P10632	55825	0.160641193	0.4585
2HATVACIDOXDhc	2hatvacid	#N/A	CYP2C8	P10632	55825	0.160641193	0.4329
2HATVACIDOXDhc	nadph	CYP3A4	CYP3A4	P08684	57343	0.045545463	6.1898
2HATVACIDOXDhc	atvacid	CYP3A4	CYP3A4	P08684	57343	0.177971825	3.7916
2HATVACIDOXDhc	nadp	CYP3A4	CYP3A4	P08684	57343	0.076222852	3.8873
2HATVACIDOXDhc	2hatvacid	CYP3A4	CYP3A4	P08684	57343	0.177971825	3.2824
2HATVACIDOXDhc	nadph	CYP3A5	CYP3A5	P20815	57109	0.045132872	2.9069
2HATVACIDOXDhc	atvacid	CYP3A5	CYP3A5	P20815	57109	0.171701103	3.2218
2HATVACIDOXDhc	nadp	CYP3A5	CYP3A5	P20815	57109	0.074328788	3.6671
2HATVACIDOXDhc	2hatvacid	CYP3A5	CYP3A5	P20815	57109	0.171701103	2.7711
2HATVACIDOXDhc	nadph	#N/A	CYP2C8	P10632	55825	0.030649398	0.5441
2HATVACIDOXDhc	nadp	#N/A	CYP2C8	P10632	55825	0.067148954	1.1097
2HATVACIDhc	2hatvlac	PON3	PON3	Q15166	39607	2.145395517	32.8745
2HATVACIDhc	2hatvacid	PON3	PON3	Q15166	39607	2.145395517	15.6033
2HATVACIDteb	adp	ABCB1	ABCB1	P08183	141479	0.169629708	0.7671
2HATVACIDteb	2hatvacid	ABCB1	ABCB1	P08183	141479	0.395516902	1.1816
2HATVACIDteb	atp	ABCB1	ABCB1	P08183	141479	0.247262195	0.9344
2HATVACIDteb	pi	ABCC2	ABCC2	Q92887	174207	0.697222769	0.1881
2HATVACIDteb	pi	ABCB1	ABCB1	P08183	141479	0.686142862	0.1583
2HATVACIDteb	2hatvacid	ABCC2	ABCC2	Q92887	174207	0.294939935	1.9458
2HATVACIDteb	atp	ABCC2	ABCC2	Q92887	174207	0.088474914	1.9208
2HATVACIDteb	adp	ABCC2	ABCC2	Q92887	174207	0.09524975	1.6506
2HATVLACGLUChr	2hatvlacgluc	#N/A	UGT1A4	P22310	60025	0.252429545	6.3433
2HATVLACGLUChr	2hatvlac	#N/A	UGT1A4	P22310	60025	0.252429545	4.7516
2HATVLACGLUChr	udpglcur	#N/A	UGT1A4	P22310	60025	0.095024146	2.2304
2HATVLACGLUChr	2hatvlacgluc	UGT1A3	#N/A	P35503	60338	0.207798257	2.1973
2HATVLACGLUChr	udp	#N/A	UGT1A4	P22310	60025	0.108017869	2.2477
2HATVLACGLUChr	2hatvlac	UGT1A3	#N/A	P35503	60338	0.207798257	1.8712
2HATVLACGLUChr	udpglcur	UGT1A3	#N/A	P35503	60338	0.086026862	0.5919
2HATVLACGLUChr	udp	UGT1A3	#N/A	P35503	60338	0.097602472	0.6931
2HATVLACGLUCteb	pi	ABCB1	ABCB1	P08183	141479	0.686142862	0.1583
2HATVLACGLUCteb	2hatvlacgluc	ABCB1	ABCB1	P08183	141479	0.395516902	1.8746
2HATVLACGLUCteb	atp	ABCB1	ABCB1	P08183	141479	0.247262195	0.9344
2HATVLACGLUCteb	adp	ABCB1	ABCB1	P08183	141479	0.169629708	0.7671
2HATVLACGLUCteb	adp	ABCC2	ABCC2	Q92887	174207	0.09524975	1.6506
2HATVLACGLUCteb	atp	ABCC2	ABCC2	Q92887	174207	0.088474914	1.9208
2HATVLACGLUCteb	pi	ABCC2	ABCC2	Q92887	174207	0.697222769	0.1881
2HATVLACGLUCteb	2hatvlacgluc	ABCC2	ABCC2	Q92887	174207	0.294939935	3.9661
2HATVLACOXDhc	2hatvlac	CYP3A5	CYP3A5	P20815	57109	0.171701103	4.2675
2HATVLACOXDhc	nadp	CYP3A4	CYP3A4	P08684	57343	0.076222852	3.8873
2HATVLACOXDhc	nadph	CYP3A4	CYP3A4	P08684	57343	0.045545463	6.1898
2HATVLACOXDhc	atvlac	CYP3A4	CYP3A4	P08684	57343	0.177971825	6.8219
2HATVLACOXDhc	2hatvlac	CYP3A4	CYP3A4	P08684	57343	0.177971825	5.8595
2HATVLACOXDhc	nadph	CYP3A5	CYP3A5	P20815	57109	0.045132872	2.9069
2HATVLACOXDhc	atvlac	CYP3A5	CYP3A5	P20815	57109	0.171701103	4.7138
2HATVLACOXDhc	nadp	CYP3A5	CYP3A5	P20815	57109	0.074328788	3.6671
2HATVLACteb	atp	ABCC2	ABCC2	Q92887	174207	0.088474914	1.9208
2HATVLACteb	adp	ABCC2	ABCC2	Q92887	174207	0.09524975	1.6506
2HATVLACteb	pi	ABCC2	ABCC2	Q92887	174207	0.697222769	0.1881
2HATVLACteb	atp	ABCB1	ABCB1	P08183	141479	0.247262195	0.9344
2HATVLACteb	2hatvlac	ABCB1	ABCB1	P08183	141479	0.395516902	1.5258
2HATVLACteb	adp	ABCB1	ABCB1	P08183	141479	0.169629708	0.7671
2HATVLACteb	pi	ABCB1	ABCB1	P08183	141479	0.686142862	0.1583
2HATVLACteb	2hatvlac	ABCC2	ABCC2	Q92887	174207	0.294939935	3.2525
2HBO	nadh	LDHB	LDHB	P07195	36638	0.061008487	305.2463
2HBO	2obut	LDHB	LDHB	P07195	36638	0.449161261	871.4868
2HBO	nad	LDHB	LDHB	P07195	36638	0.168305129	116.866
2HBO	2hb	LDHB	LDHB	P07195	36638	2.68126297	101.2037
2HBO	nadh	#N/A	LDHAL6A	Q6ZMR3	36507	0.035226453	30.8692
2HBO	2obut	UEVLD	UEVLD	Q8IX04	52264	0.425294101	15.6036
2HBO	nadh	UEVLD	UEVLD	Q8IX04	52264	0.036833737	5.9077
2HBO	2hb	UEVLD	UEVLD	Q8IX04	52264	1.174172997	2.4564
2HBO	nad	UEVLD	UEVLD	Q8IX04	52264	0.130132109	4.4239
2HBO	2obut	#N/A	LDHC	P07864	36311	0.486588955	322.383
2HBO	nadh	#N/A	LDHC	P07864	36311	0.06302429	112.2991
2HBO	2obut	#N/A	LDHAL6A	Q6ZMR3	36507	0.596962214	82.8662
2HBO	nad	#N/A	LDHC	P07864	36311	0.231861442	40.8166
2HBO	2obut	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.407596856	57.4611
2HBO	nadh	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.034916464	24.4875
2HBO	2hb	LDHAL6B	LDHAL6B	Q9BYZ2	41943	2.562450647	13.6395
2HBO	nad	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.199455932	14.5015
2HBO	nad	LDHA	LDHA	P00338	36689	0.102555379	78.0353
2HBO	2hb	#N/A	LDHC	P07864	36311	2.490689754	34.2384
2HBO	2hb	LDHA	LDHA	P00338	36689	1.785543084	65.4029
2HBO	nadh	LDHA	LDHA	P00338	36689	0.112716369	245.1355
2HBO	2hb	#N/A	LDHAL6A	Q6ZMR3	36507	2.585372925	10.6218
2HBO	nad	#N/A	LDHAL6A	Q6ZMR3	36507	0.222788647	12.6897
2HBO	2obut	LDHA	LDHA	P00338	36689	0.409798175	703.9014
2HBt2	2hb	SLC16A7	SLC16A7	O60669	52200	1.080980539	0.4564
2HBt2	2hb	SLC16A3	SLC16A3	O15427	49469	1.151683569	0.3158
2HBt2	2hb	SLC16A1	SLC16A1	P53985	53944	1.392743707	0.4654
2HCO3_NAt	hco3	SLC4A4	SLC4A4	Q9Y6R1	121461	0.354798466	0.1598
2HCO3_NAt	na1	SLC4A4	SLC4A4	Q9Y6R1	121461	0.201570943	1.2692
2HCO3_NAt	hco3	#N/A	SLC4A5	Q9BY07	126255	0.247606173	3.2983
2HCO3_NAt	na1	#N/A	SLC4A5	Q9BY07	126255	0.136039779	3.1684
2HIBUP_SGLUhep	udpglcur	UGT1A9	UGT1A9	O60656	59941	0.081086054	0.313
2HIBUP_SGLUhep	udp	UGT2B7	UGT2B7	P16662	60721	0.078017712	1.4882
2HIBUP_SGLUhep	udpglcur	UGT2B7	UGT2B7	P16662	60721	0.070047282	1.4882
2HIBUP_SGLUhep	udp	UGT1A9	UGT1A9	O60656	59941	0.095931448	0.4202
2HIBUP_SGLUhep	udpglcur	UGT1A3	#N/A	P35503	60338	0.086026862	0.5919
2HIBUP_SGLUhep	udp	UGT1A3	#N/A	P35503	60338	0.097602472	0.6931
2HIVc	nad	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.199455932	14.5015
2HIVc	nadh	LDHA	LDHA	P00338	36689	0.112716369	245.1355
2HIVc	3mob	LDHA	LDHA	P00338	36689	0.351392806	557.5311
2HIVc	nad	LDHA	LDHA	P00338	36689	0.102555379	78.0353
2HIVc	2hiv	LDHAL6B	LDHAL6B	Q9BYZ2	41943	2.26846242	13.2144
2HIVc	nadh	#N/A	LDHAL6A	Q6ZMR3	36507	0.035226453	30.8692
2HIVc	nadh	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.034916464	24.4875
2HIVc	2hiv	LDHB	LDHB	P07195	36638	1.339198828	133.8843
2HIVc	nad	LDHB	LDHB	P07195	36638	0.168305129	116.866
2HIVc	3mob	LDHB	LDHB	P07195	36638	0.41578722	800.001
2HIVc	nadh	LDHB	LDHB	P07195	36638	0.061008487	305.2463
2HIVc	2hiv	UEVLD	UEVLD	Q8IX04	52264	0.722513497	2.5946
2HIVc	nad	UEVLD	UEVLD	Q8IX04	52264	0.130132109	4.4239
2HIVc	3mob	UEVLD	UEVLD	Q8IX04	52264	0.339933544	8.7495
2HIVc	3mob	LDHAL6B	LDHAL6B	Q9BYZ2	41943	0.389697731	47.226
2HIVc	2hiv	#N/A	LDHC	P07864	36311	1.32027626	43.5958
2HIVc	2hiv	LDHA	LDHA	P00338	36689	1.529640913	90.8743
2HIVc	nad	#N/A	LDHC	P07864	36311	0.231861442	40.8166
2HIVc	nadh	UEVLD	UEVLD	Q8IX04	52264	0.036833737	5.9077
2HIVc	nad	#N/A	LDHAL6A	Q6ZMR3	36507	0.222788647	12.6897
2HIVc	3mob	#N/A	LDHAL6A	Q6ZMR3	36507	0.50611639	47.1216
2HIVc	2hiv	#N/A	LDHAL6A	Q6ZMR3	36507	2.337147951	11.9096
2HIVc	nadh	#N/A	LDHC	P07864	36311	0.06302429	112.2991
2HIVc	3mob	#N/A	LDHC	P07864	36311	0.44266969	236.3786
2HYDOGOAT3t	akg	#N/A	SLC22A8	Q8TCC7	59856	0.186250106	12.6268
2HYDOGOAT3t	2hydog	#N/A	SLC22A8	Q8TCC7	59856	1.095482707	3.5666
2HYOXPLCte	2hyoxplac	SLC16A1	SLC16A1	P53985	53944	0.087417245	4.349
2M3OVCOAm	coa	ACAT1	ACAT1	P24752	45200	0.043058991	38.0238
2M3OVCOAm	ppcoa	ACAT1	ACAT1	P24752	45200	0.039175116	24.3369
2M3OVCOAm	2m3ovcoa	ACAT1	ACAT1	P24752	45200	1.469497561	19.8332
2MB2COAc	2mb2coa	DBI	DBI	P07108	10044	0.015204166	149.4068
2OBUTt	2obut	SLC16A7	SLC16A7	O60669	52200	0.526521027	1.207
2OXOADPTm	2oxoadp	SLC25A21	SLC25A21	Q9BQT8	33303	0.116997674	7.4259
2OXOADPTm	akg	SLC25A21	SLC25A21	Q9BQT8	33303	0.190272421	9.2544
34DHOXMANDte	34dhoxmand	#N/A	SLC22A6	Q4U2R8	61816	0.088305488	0.4482
34DHOXMANDte	34dhoxmand	#N/A	SLC22A8	Q8TCC7	59856	0.067241691	0.822
34DHOXPEGOX	nadh	ADH4	ADH4	P08319	40222	0.050180275	11.786
34DHOXPEGOX	34dhoxpeg	ADH4	ADH4	P08319	40222	0.031495109	1.4882
34DHOXPEGOX	nad	ADH4	ADH4	P08319	40222	0.141705036	4.3214
34DHOXPEGOX	nadh	ADH6	ADH6	P28332	39073	0.044439763	6.2842
34DHOXPEGOX	34dhmald	ADH6	ADH6	P28332	39073	0.031130604	0.7727
34DHOXPEGOX	34dhmald	ADH4	ADH4	P08319	40222	0.032554448	1.4882
34DHOXPEGOX	nad	ADH6	ADH6	P28332	39073	0.141239211	5.0826
34DHOXPEGOX	34dhoxpeg	ADH6	ADH6	P28332	39073	0.032347653	0.5608
34DHOXPEGOX	34dhmald	ADH5	ADH5	P11766	39724	0.030908868	1.4882
34DHOXPEGOX	34dhoxpeg	#N/A	ADHFE1	Q8IWW8	50308	0.044812925	1.5776
34DHOXPEGOX	nad	#N/A	ADHFE1	Q8IWW8	50308	0.10366904	2.6158
34DHOXPEGOX	34dhmald	#N/A	ADHFE1	Q8IWW8	50308	0.042169441	2.0996
34DHOXPEGOX	nadh	ADH7	ADH7	P40394	41481	0.038251325	5.7886
34DHOXPEGOX	34dhmald	ADH7	ADH7	P40394	41481	0.027417418	2.459
34DHOXPEGOX	nad	ADH7	ADH7	P40394	41481	0.121770263	4.4609
34DHOXPEGOX	34dhoxpeg	ADH7	ADH7	P40394	41481	0.027806351	1.0443
34DHOXPEGOX	nadh	ADH5	ADH5	P11766	39724	0.069311574	8.7796
34DHOXPEGOX	nad	ADH5	ADH5	P11766	39724	0.109181441	4.3351
